用户id	用户注册时间	最后登录时间	免费筹码	身上货币量	最高拥有	最大赢取	贡献台费	登录总次数	站内好友数	经验值	等级	积分	性别	互动道具	玩过的最大小盲	破产线	IP地址	玩牌局数	赢牌局数	输牌局数	正常牌局	非正常牌局	最高牌类型
7787886	2014/10/4	2014/10/4	0	800	null	null	0	2	2	10	2	0	0	0	50	1000	113.106.169.158	null	null	0	0	0	0
7787885	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	171.208.101.124	null	null	0	0	0	0
7787881	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	218.18.49.136	null	null	0	0	0	0
7787879	2014/10/4	2014/10/4	7993	1430	null	230	0	2	1	54	3	0	0	0	10	40	49.77.99.198	2	1	0	3	0	0
7787876	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	113.141.25.130	null	null	0	0	0	0
7787873	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	10	40	175.147.33.102	null	null	0	0	0	0
7787863	2014/10/4	2014/10/7	1000	1500	65390	44660	5010	4	2	589	6	10	0	10	50000	1000	223.82.37.174	83	22	61	79	4	7
7787862	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	10	0	0	0	20	61.185.42.22	null	null	0	0	0	0
7787858	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	222.91.146.206	null	null	0	0	0	0
7787856	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.42.10	null	null	0	0	0	0
7787855	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	10	1	0	0	20	113.141.25.130	null	null	0	0	0	0
7787853	2014/10/4	2014/10/4	40318	550	null	1140	0	2	0	87	3	0	0	0	10	40	61.138.90.70	14	3	0	15	0	0
7787850	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	124.164.54.110	null	null	0	0	0	0
7787847	2014/10/4	2014/10/5	0	1688	null	null	0	3	0	0	0	5	0	10	10	40	221.234.45.20	null	null	0	0	0	0
7787846	2014/10/4	2014/10/9	251183	576	74164	29864	1490	4	6	799	7	11	1	5	100	1000	219.129.12.200	93	21	72	94	0	8
7787845	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	10	0	0	0	20	61.185.81.75	null	null	0	0	0	0
7787844	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	219.145.170.56	null	null	0	0	0	0
7787843	2014/10/4	2014/10/4	0	0	null	null	0	1	4	0	0	10	0	0	0	20	61.185.31.74	null	null	0	0	0	0
7787834	2014/10/4	2014/10/5	1000	2688	null	null	0	3	0	0	0	5	0	10	0	20	221.234.45.20	null	null	0	0	0	0
7787830	2014/10/4	2014/10/9	0	0	11930	8325	0	4	2	332	5	11	1	0	50000	1000	110.52.253.157	54	15	39	54	0	7
7787826	2014/10/4	2014/10/5	113	100	1185	145	0	3	3	162	4	5	0	0	10	40	36.48.102.153	18	1	17	18	0	6
7787825	2014/10/4	2014/10/10	1	0	4431508	1526000	822260	8	0	2339	10	75	1	23	20000	1000	61.161.205.86	590	139	451	815	64	9
7787821	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	1	0	0	20	170.178.195.154	null	null	0	0	0	0
7787819	2014/10/4	2014/10/5	1000	2688	null	null	0	3	0	0	0	5	0	10	10	40	221.234.45.20	null	null	0	0	0	0
7787815	2014/10/4	2014/10/4	0	790	null	null	0	2	0	11	2	0	0	0	10	40	175.162.94.182	3	null	0	3	0	0
7787809	2014/10/4	2014/10/10	20709144	30517	30112250	6034000	3019830	7	9	2603	10	25	0	17	50000	1000	110.52.253.157	835	227	584	777	7	8
7787807	2014/10/4	2014/10/4	0	800	null	null	0	2	2	10	2	0	0	0	0	20	60.191.160.250	null	null	0	0	0	0
7787806	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	113.116.7.91	null	null	0	0	0	0
7787804	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.31.42	null	null	0	0	0	0
7787801	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	219.145.121.141	null	null	0	0	0	0
7787798	2014/10/4	2014/10/4	0	800	null	null	0	2	2	0	0	0	0	0	0	20	122.230.71.102	null	null	0	0	0	0
7787797	2014/10/4	2014/10/4	0	980	null	null	0	2	0	5	2	0	0	0	10	40	111.183.81.93	1	null	0	1	0	0
7787796	2014/10/4	2014/10/4	0	0	null	null	0	1	4	0	0	0	0	0	0	20	219.145.110.50	null	null	0	0	0	0
7787795	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.134.54.38	null	null	0	0	0	0
7787793	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	171.215.65.70	null	null	0	0	0	0
7787791	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	124.116.26.70	null	null	0	0	0	0
7787790	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	124.116.27.142	null	null	0	0	0	0
7787789	2014/10/4	2014/10/4	106	640	null	160	0	2	0	7	2	0	0	0	5	40	113.77.30.62	2	1	0	2	0	0
7787785	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.185.86.84	null	null	0	0	0	0
7787781	2014/10/4	2014/10/4	0	0	3380	4000	0	2	0	757	6	0	1	100	6000	1000	14.217.203.180	119	36	8	172	66	7
7787780	2014/10/4	2014/10/4	0	780	null	null	0	2	0	0	0	0	0	0	0	20	113.15.26.11	1	null	0	1	0	0
7787779	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	27.213.86.228	null	null	0	0	0	0
7787776	2014/10/4	2014/10/4	1592637	7205	null	2045	0	2	0	172	4	0	1	0	10	40	117.82.185.42	21	6	0	21	0	0
7787772	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	111.225.133.50	null	null	0	0	0	0
7787771	2014/10/4	2014/10/8	0	60000	711826723	108650000	25146000	6	1	2235	9	20	0	46	250000	1000	58.245.170.189	678	149	529	661	17	8
7787770	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	113.195.213.185	null	null	0	0	0	0
7787768	2014/10/4	2014/10/4	13296	1743	5200	560	0	2	2	277	5	0	1	0	50	1000	119.84.59.219	24	4	18	24	0	8
7787767	2014/10/4	2014/10/4	0	970	null	null	0	2	0	8	2	0	1	0	10	40	113.86.116.24	2	null	0	2	0	0
7787766	2014/10/4	2014/10/4	0	350	null	null	0	2	1	42	2	0	0	0	10	40	220.164.193.210	9	null	0	10	0	0
7787765	2014/10/4	2014/10/4	0	800	null	null	0	2	0	3	1	0	0	0	0	20	171.215.43.147	1	null	0	1	0	0
7787764	2014/10/4	2014/10/4	0	1150	null	null	0	2	2	26	2	0	0	0	10	40	121.30.222.174	2	null	0	3	0	0
7787762	2014/10/4	2014/10/4	0	1000	10424	1400	750	2	0	429	5	0	0	0	250	1000	119.84.59.219	48	9	25	48	0	8
7787755	2014/10/4	2014/10/4	0	1030	null	null	0	2	0	8	2	0	0	0	10	40	218.205.20.37	2	null	0	2	0	0
7787754	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	117.94.79.107	null	null	0	0	0	0
7787751	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	119.1.210.157	null	null	0	0	0	0
7787750	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.158.175.166	null	null	0	0	0	0
7787748	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	125.211.33.21	null	null	0	0	0	0
7787747	2014/10/4	2014/10/6	39050	2229	3625	800	0	3	3	332	5	6	0	0	10	40	116.11.239.184	49	19	29	50	0	7
7787744	2014/10/4	2014/10/4	0	1040	null	null	0	2	0	11	2	0	0	0	10	40	115.201.196.199	2	null	0	3	0	0
7787742	2014/10/4	2014/10/4	0	960	null	null	0	2	4	8	2	0	0	0	10	40	110.6.133.105	2	null	0	2	0	0
7787738	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	111.37.12.228	null	null	0	0	0	0
7787734	2014/10/4	2014/10/4	0	990	null	null	0	2	0	8	2	0	0	0	10	40	113.84.20.120	1	null	0	2	0	0
7787731	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.86.15	null	null	0	0	0	0
7787729	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	1	0	0	20	222.87.49.76	null	null	0	0	0	0
7787728	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	163.142.74.214	null	null	0	0	0	0
7787727	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	1	0	0	20	220.167.54.124	null	null	0	0	0	0
7787724	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	219.145.110.50	null	null	0	0	0	0
7787722	2014/10/4	2014/10/4	0	0	null	600	0	2	2	140	4	0	0	0	10	40	111.58.167.95	16	3	0	16	0	0
7787720	2014/10/4	2014/10/4	5178	100	null	8150	0	2	0	860	7	0	0	10	10	40	59.44.150.90	196	58	0	196	0	0
7787719	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	222.216.108.238	null	null	0	0	0	0
7787715	2014/10/4	2014/10/4	0	0	null	null	0	1	3	0	0	0	0	0	0	20	61.185.42.26	null	null	0	0	0	0
7787714	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.71.64.246	null	null	0	0	0	0
7787713	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	124.114.153.242	null	null	0	0	0	0
7787711	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	10	0	0	0	20	219.145.108.34	null	null	0	0	0	0
7787710	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	117.37.201.33	null	null	0	0	0	0
7787709	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.185.40.214	null	null	0	0	0	0
7787707	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.185.16.34	null	null	0	0	0	0
7787704	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	59.53.54.248	null	null	0	0	0	0
7787701	2014/10/4	2014/10/9	0	0	null	208	15	3	1	77	3	5	0	0	25	400	222.216.108.238	5	1	0	5	0	0
7787700	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.185.42.22	null	null	0	0	0	0
7787699	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	5	0	0	0	20	61.185.31.126	null	null	0	0	0	0
7787697	2014/10/4	2014/10/4	0	0	null	null	0	1	5	0	0	0	0	0	0	20	222.216.241.73	null	null	0	0	0	0
7787694	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	2	0	0	20	116.253.217.23	null	null	0	0	0	0
7787692	2014/10/4	2014/10/4	0	800	null	null	0	2	4	0	0	0	1	0	0	20	116.225.151.232	null	null	0	0	0	0
7787691	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	15	0	0	0	20	219.145.110.2	null	null	0	0	0	0
7787690	2014/10/4	2014/10/4	0	0	null	null	0	1	3	0	0	5	0	0	0	20	61.185.81.45	null	null	0	0	0	0
7787689	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.134.55.158	null	null	0	0	0	0
7787685	2014/10/4	2014/10/4	0	0	null	4728	300	2	0	262	4	0	0	0	100	1000	113.64.34.114	20	9	0	20	0	0
7787684	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	175.20.80.171	null	null	0	0	0	0
7787681	2014/10/4	2014/10/4	57040	1240	null	540	0	2	0	76	3	0	0	0	10	40	183.11.158.41	8	2	0	8	0	0
7787680	2014/10/4	2014/10/5	222	70	1340	220	0	3	2	212	4	5	0	0	10	40	220.188.30.116	34	4	10	35	0	8
7787679	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	182.37.239.10	null	null	0	0	0	0
7787677	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	1	0	0	20	117.160.94.168	null	null	0	0	0	0
7787676	2014/10/4	2014/10/4	18126	100	13608	6264	220	2	0	180	4	1	1	0	100	1000	58.53.130.3	22	10	12	24	0	7
7787671	2014/10/4	2014/10/4	0	990	null	null	0	2	3	18	2	0	0	0	10	40	222.76.72.149	1	null	0	2	0	0
7787669	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	222.79.36.241	null	null	0	0	0	0
7787666	2014/10/4	2014/10/4	1907889	27743	1750	200	620	2	1	1080	7	1	1	7	500	1000	221.207.114.7	201	56	21	200	1	7
7787661	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	123.165.118.14	null	null	0	0	0	0
7787660	2014/10/4	2014/10/6	5293	20	3580	1440	360	4	0	376	5	10	0	0	50	1000	116.210.135.235	76	19	34	76	0	7
7787658	2014/10/4	2014/10/4	0	1010	null	10	0	2	0	20	2	0	0	0	10	40	119.1.21.245	1	1	0	1	0	0
7787653	2014/10/4	2014/10/4	0	740	null	null	0	2	0	3	1	0	0	0	0	20	49.84.228.141	1	null	0	2	0	0
7787652	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	171.215.65.70	null	null	0	0	0	0
7787650	2014/10/4	2014/10/4	0	0	8555	1860	0	2	2	601	6	0	0	10	10	40	120.36.87.58	108	47	61	109	0	8
7787649	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	1	0	0	20	120.210.178.251	null	null	0	0	0	0
7787648	2014/10/4	2014/10/4	0	0	null	1300	180	2	0	204	4	0	0	0	250	1000	113.64.34.114	17	4	0	17	0	0
7787645	2014/10/4	2014/10/4	0	0	null	null	0	1	3	0	0	0	0	0	0	20	171.208.100.173	null	null	0	0	0	0
7787644	2014/10/4	2014/10/4	129453	6629	2170	320	0	2	1	354	5	0	0	0	10	40	113.250.163.123	59	18	22	59	0	7
7787643	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	0	0	0	20	180.143.181.103	null	null	0	0	0	0
7787637	2014/10/4	2014/10/6	322953	830	23673	8520	1830	4	4	1301	8	10	0	10	250	1000	49.83.192.64	237	69	146	238	0	8
7787634	2014/10/4	2014/10/4	10363	1080	null	200	0	2	3	86	3	0	0	0	10	40	218.93.243.6	10	1	0	10	0	0
7787632	2014/10/4	2014/10/4	1742	280	null	320	0	2	2	158	4	0	0	0	10	40	121.11.34.181	24	4	0	25	0	0
7787630	2014/10/4	2014/10/7	0	800	null	null	0	3	1	0	0	5	0	0	0	20	59.57.141.92	null	null	0	0	0	0
7787625	2014/10/4	2014/10/4	221	1190	null	220	0	2	0	43	2	0	0	0	10	40	125.93.253.137	3	1	0	3	0	0
7787622	2014/10/4	2014/10/4	66467	1500	null	260	0	2	0	120	3	0	0	0	10	40	120.86.109.130	18	5	0	19	0	0
7787621	2014/10/4	2014/10/4	0	200	null	null	0	2	1	0	0	0	0	0	0	20	219.133.132.31	null	null	0	0	0	0
7787615	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	218.87.111.172	null	null	0	0	0	0
7787612	2014/10/4	2014/10/8	0	0	4655	1100	240	4	4	864	7	11	0	10	50	1000	59.56.6.63	164	60	84	164	0	8
7787610	2014/10/4	2014/10/4	0	910	null	null	0	2	3	14	2	0	0	0	10	40	113.3.242.57	3	null	0	5	0	0
7787609	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	60.12.23.214	null	null	0	0	0	0
7787607	2014/10/4	2014/10/9	576	1810	411472	253136	23570	4	0	985	7	20	0	13	1000	1000	59.37.164.131	161	28	133	308	2	8
7787606	2014/10/4	2014/10/4	90766	1190	null	180	0	2	2	100	3	1	0	0	10	40	42.94.194.76	14	4	0	15	0	0
7787603	2014/10/4	2014/10/4	1	0	null	4100	0	2	1	815	7	0	1	10	10	40	60.55.43.128	173	44	0	174	1	0
7787599	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	5	0	0	0	20	117.176.214.110	null	null	0	0	0	0
7787598	2014/10/4	2014/10/4	0	0	null	7316	980	2	0	412	5	1	0	0	100	1000	113.64.34.114	48	16	0	49	0	0
7787595	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	218.56.165.218	null	null	0	0	0	0
7787594	2014/10/4	2014/10/4	0	770	null	null	0	2	1	13	2	0	0	0	0	20	112.81.103.0	2	null	0	2	0	0
7787587	2014/10/4	2014/10/4	0	0	14900	1180	0	2	0	331	5	0	0	0	10	40	59.37.164.131	25	6	19	19	6	8
7787582	2014/10/4	2014/10/4	14696	520	null	210	0	2	0	74	3	0	0	0	10	40	106.32.63.58	12	1	0	13	0	0
7787576	2014/10/4	2014/10/4	0	800	null	null	0	2	2	10	2	0	1	0	50	1000	183.206.36.82	null	null	0	0	0	0
7787574	2014/10/4	2014/10/4	0	795	null	null	0	2	0	3	1	0	1	0	5	40	123.12.44.200	1	null	0	2	0	0
7787573	2014/10/4	2014/10/4	0	0	19543	2770	0	2	0	684	6	0	0	10	10	40	59.37.164.131	97	20	75	90	7	8
7787572	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	112.5.243.78	null	null	0	0	0	0
7787569	2014/10/4	2014/10/4	0	960	null	null	0	2	0	17	2	0	0	0	10	40	124.156.4.49	4	null	0	5	0	0
7787566	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	1	0	0	20	119.100.240.164	null	null	0	0	0	0
7787565	2014/10/4	2014/10/10	0	10000	13103880	4444000	3692410	8	0	3097	10	130	1	47	250000	1000	60.185.237.113	677	210	464	1291	2	8
7787563	2014/10/4	2014/10/4	0	990	null	null	0	2	3	11	2	0	0	0	10	40	14.217.9.17	2	null	0	3	0	0
7787559	2014/10/4	2014/10/4	0	990	null	null	0	2	0	5	2	0	0	0	10	40	223.65.190.2	1	null	0	1	0	0
7787556	2014/10/4	2014/10/4	0	1000	null	null	0	2	0	16	2	0	1	0	10	40	121.25.175.79	2	null	0	3	0	0
7787548	2014/10/4	2014/10/4	0	820	null	null	0	2	1	14	2	0	0	0	10	40	113.57.216.122	4	null	0	4	0	0
7787547	2014/10/4	2014/10/4	0	1000	null	400	0	2	0	53	3	0	0	0	10	40	112.194.171.9	7	1	0	7	0	0
7787546	2014/10/4	2014/10/4	0	880	null	null	0	2	0	8	2	0	1	0	10	40	175.43.44.202	2	null	0	2	0	0
7787545	2014/10/4	2014/10/4	0	970	null	null	0	2	0	8	2	0	1	0	10	40	218.11.179.6	2	null	0	2	0	0
7787542	2014/10/4	2014/10/4	0	880	null	null	0	2	1	18	2	0	1	0	10	40	117.81.131.225	1	null	0	2	0	0
7787541	2014/10/4	2014/10/4	0	850	null	null	0	2	1	14	2	0	0	0	10	40	123.161.204.81	3	null	0	4	0	0
7787540	2014/10/4	2014/10/4	0	790	null	null	0	2	0	3	1	0	1	0	0	20	112.95.65.76	2	null	0	2	0	0
7787538	2014/10/4	2014/10/6	233106	4850	6420	2170	0	4	1	263	4	10	0	0	10	40	111.9.104.6	49	15	29	50	0	9
7787536	2014/10/4	2014/10/6	0	1000	1000	null	0	3	5	18	2	5	0	0	10	40	110.249.148.6	1	null	1	2	0	0
7787532	2014/10/4	2014/10/4	0	950	null	null	0	2	1	8	2	0	1	0	10	40	124.164.212.79	2	null	0	2	0	0
7787529	2014/10/4	2014/10/4	1	0	null	1940	0	2	1	49	3	0	0	0	10	40	121.35.47.80	5	1	0	5	0	0
7787527	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	110.72.202.122	null	null	0	0	0	0
7787526	2014/10/4	2014/10/4	1053	1000	null	60	0	2	0	34	2	0	0	0	10	40	218.29.175.38	3	1	0	3	0	0
7787525	2014/10/4	2014/10/4	0	1190	null	null	0	2	0	16	2	0	0	0	10	40	116.236.110.66	3	null	0	4	0	0
7787524	2014/10/4	2014/10/9	0	0	5162	1604	0	4	0	396	5	10	0	0	10	40	220.181.77.248	81	30	51	81	0	7
7787522	2014/10/4	2014/10/4	0	0	null	1873	0	2	0	372	5	0	0	0	10	40	59.37.164.131	35	8	0	28	7	0
7787519	2014/10/4	2014/10/4	0	980	null	null	0	2	0	8	2	0	1	0	10	40	123.138.131.112	2	null	0	2	0	0
7787518	2014/10/4	2014/10/4	166	87	null	240	0	2	6	89	3	0	1	0	10	40	218.18.34.212	12	1	0	12	0	0
7787517	2014/10/4	2014/10/6	0	800	null	null	0	3	0	0	0	5	1	0	0	20	106.117.10.121	null	null	0	0	0	0
7787515	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	1	0	0	20	118.254.213.172	null	null	0	0	0	0
7787511	2014/10/4	2014/10/10	4687	4875	10368	3000	480	5	1	317	5	30	0	130	10	40	118.212.53.200	75	56	19	71	4	8
7787509	2014/10/4	2014/10/6	0	0	2840	1820	0	4	2	216	4	10	0	0	10	40	113.99.110.136	31	5	26	32	0	7
7787505	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	171.208.100.173	null	null	0	0	0	0
7787504	2014/10/4	2014/10/4	112	1030	null	40	0	2	1	69	3	0	0	0	10	40	123.186.233.19	5	2	0	5	0	0
7787503	2014/10/4	2014/10/4	0	0	null	420	0	2	0	75	3	0	0	0	10	40	218.0.185.116	10	2	0	11	0	0
7787501	2014/10/4	2014/10/4	0	1120	null	null	0	2	0	16	2	0	0	0	10	40	171.217.61.27	2	null	0	3	0	0
7787496	2014/10/4	2014/10/4	0	0	null	1160	0	2	0	425	5	0	0	0	10	40	59.37.164.131	46	14	0	40	6	0
7787489	2014/10/4	2014/10/4	0	0	17961	3160	1050	2	0	569	6	0	0	10	250	1000	112.95.246.33	67	15	52	67	0	8
7787487	2014/10/4	2014/10/5	0	960	null	null	0	3	1	14	2	5	0	0	10	40	14.29.81.155	4	null	0	4	0	0
7787485	2014/10/4	2014/10/4	60	600	null	20	0	2	1	46	3	0	0	0	10	40	222.244.200.202	6	3	0	6	0	0
7787481	2014/10/4	2014/10/5	70483	395	25536	45888	2145	3	1	641	6	5	0	9	500	1000	113.73.115.229	76	23	46	78	0	6
7787478	2014/10/4	2014/10/4	0	0	null	780	0	2	0	423	5	0	0	0	10	40	59.37.164.131	44	18	0	39	6	0
7787477	2014/10/4	2014/10/4	0	1110	null	null	0	2	2	26	2	0	0	0	10	40	113.243.240.71	3	null	0	3	0	0
7787474	2014/10/4	2014/10/4	1807	650	null	960	0	2	3	93	3	0	1	0	10	40	113.13.117.160	8	2	0	8	0	0
7787473	2014/10/4	2014/10/4	0	0	null	null	0	1	4	0	0	0	0	0	0	20	222.171.180.53	null	null	0	0	0	0
7787469	2014/10/4	2014/10/4	0	980	null	null	0	2	0	8	2	0	0	0	10	40	124.165.17.247	2	null	0	2	0	0
7787466	2014/10/4	2014/10/4	97713	4850	null	2370	0	2	7	52	3	0	0	0	10	40	58.255.202.25	7	2	0	8	0	0
7787465	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	1	0	0	20	123.149.104.64	null	null	0	0	0	0
7787460	2014/10/4	2014/10/4	0	950	null	null	0	2	0	25	2	0	0	0	10	40	112.226.3.146	6	null	0	6	0	0
7787459	2014/10/4	2014/10/4	0	800	null	null	0	2	1	0	0	0	1	0	0	20	118.186.154.21	null	null	0	0	0	0
7787455	2014/10/4	2014/10/8	3269968	10000	3452633	856000	358840	6	0	2259	9	20	0	25	50000	1000	14.212.88.231	594	61	533	588	6	9
7787454	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.185.86.84	null	null	0	0	0	0
7787451	2014/10/4	2014/10/4	0	0	33941	9995	175	2	0	599	6	0	1	10	100	1000	112.91.213.64	85	23	61	82	4	8
7787450	2014/10/4	2014/10/4	177	152	null	10	0	2	0	133	4	0	0	0	10	40	112.95.246.33	20	1	0	21	0	0
7787446	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	14.114.214.81	null	null	0	0	0	0
7787445	2014/10/4	2014/10/4	0	980	null	null	0	2	0	5	2	0	0	0	10	40	101.27.213.148	1	null	0	1	0	0
7787440	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	111.59.203.149	null	null	0	0	0	0
7787439	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	222.82.244.134	null	null	0	0	0	0
7787437	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	113.118.74.115	null	null	0	0	0	0
7787433	2014/10/4	2014/10/4	0	770	null	null	0	2	0	3	1	0	1	0	0	20	1.181.226.128	2	null	0	1	1	0
7787430	2014/10/4	2014/10/4	369	230	null	400	0	2	0	72	3	0	0	0	10	40	113.122.145.31	8	2	0	8	0	0
7787428	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	222.243.236.236	null	null	0	0	0	0
7787427	2014/10/4	2014/10/4	0	940	null	null	0	2	0	8	2	0	1	0	10	40	123.10.102.32	3	null	0	3	0	0
7787426	2014/10/4	2014/10/10	3103881667	5833814	18344278	8376000	2329410	8	0	1907	9	80	0	10	0	20	120.13.9.155	459	118	339	542	0	9
7787424	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	119.137.177.168	null	null	0	0	0	0
7787421	2014/10/4	2014/10/4	0	120	null	null	0	2	7	46	3	0	0	0	10	40	222.218.130.151	7	null	0	7	0	0
7787419	2014/10/4	2014/10/4	2408	1240	null	1400	0	2	1	98	3	0	1	0	10	40	113.13.139.106	11	2	0	11	0	0
7787417	2014/10/4	2014/10/4	0	760	null	null	0	2	5	26	2	0	0	0	10	40	218.94.115.170	2	null	0	3	0	0
7787414	2014/10/4	2014/10/4	0	790	null	null	0	2	2	8	2	0	1	0	10	40	218.89.126.118	2	null	0	2	0	0
7787412	2014/10/4	2014/10/4	0	0	null	null	0	1	2	0	0	0	0	0	0	20	123.166.214.165	null	null	0	0	0	0
7787410	2014/10/4	2014/10/4	0	790	null	null	0	2	0	3	1	0	0	0	0	20	113.1.60.140	1	null	0	2	0	0
7787407	2014/10/4	2014/10/4	1168	1320	null	250	0	2	1	55	3	0	0	0	10	40	61.130.20.146	4	1	0	5	0	0
7787406	2014/10/4	2014/10/4	0	860	null	null	0	2	1	30	2	0	0	0	10	40	121.8.52.86	3	null	0	4	0	0
7787404	2014/10/4	2014/10/4	0	980	null	null	0	2	0	5	2	0	0	0	10	40	61.159.75.53	1	null	0	1	0	0
7787402	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	122.139.217.102	null	null	0	0	0	0
7787399	2014/10/4	2014/10/4	0	800	null	null	0	2	0	0	0	0	0	0	0	20	211.139.2.151	null	null	0	0	0	0
7787397	2014/10/4	2014/10/4	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.65.219.101	null	null	0	0	0	0
7787394	2014/10/4	2014/10/4	0	0	null	null	0	1	1	0	0	0	0	0	0	20	222.89.253.54	null	null	0	0	0	0
